,description,standard_dg_prime(kilojoule / mole),decompose,standard_dg(kilojoule / mole),is_formation
1810,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-4.513758348531789,,-2.8344406137064286,False
1811,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-4.15326206610203,,-2.4739443312766696,False
1812,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-4.555398577568683,,-2.876080842743322,False
1813,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-5.04208138174934,,-3.3627636469239794,False
1814,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-4.294561332386873,,-2.1135772937233206,False
1815,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-4.596361699626632,,-2.4153776609630793,False
1816,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-5.238480264923613,,-3.559162530098252,False
1817,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-4.636669383538564,,-2.455685344875011,False
1818,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-4.471418251036442,,-2.7921005162110815,False
1819,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-4.38454148670309,,-2.705223751877729,False
1820,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-3.898583104238425,,-2.219265369413064,False
1821,L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq),-4.596361699626632,,-2.4153776609630793,False
1822,5-formiminotetrahydrofolate(aq) + glycine(aq) = N-formiminoglycine(aq) + tetrahydrofolate(aq),-2.8031918535863047,,-7.075479875639167,False
1823,L-alanine(aq) = D-alanine(aq),-0.24564735833304752,,-0.24564735833304752,False
1824,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),3.0498707370552616,,3.172856734265242,False
1825,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),3.281574457580729,,3.3347395096895243,False
1826,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),2.8902341868878816,,3.119348785918022,False
1827,isocitrate(aq) = citrate(aq),-5.925094302067103,,-5.925269197525731,False
1828,isocitrate(aq) = citrate(aq),-5.932925675545011,,-5.916821468299492,False
1829,isocitrate(aq) = citrate(aq),-6.20013349843038,,-6.03484347687547,False
1830,isocitrate(aq) = citrate(aq),-7.18507211294729,,-6.139241523505512,False
1831,isocitrate(aq) = citrate(aq),-8.68877646220347,,-6.226827286311597,False
1832,isocitrate(aq) = citrate(aq),-9.955159172321023,,-5.490826769885663,False
1833,isocitrate(aq) = citrate(aq),-5.8237875846555776,,-5.824304548686173,False
1834,isocitrate(aq) = citrate(aq),-6.030123021651222,,-5.94658059094779,False
1835,isocitrate(aq) = citrate(aq),-8.750870682956712,,-6.293524842594035,False
1836,isocitrate(aq) = citrate(aq),-9.899551513001105,,-5.441049980247888,False
1837,isocitrate(aq) = citrate(aq),-6.805160486776779,,-6.067717504157749,False
1838,isocitrate(aq) = citrate(aq),-10.231433387335825,,-5.016930125116103,False
1839,isocitrate(aq) = citrate(aq),-6.967380285034804,,-5.920607937144578,False
1840,isocitrate(aq) = citrate(aq),-7.136437641510732,,-6.0932885994661845,False
1841,isocitrate(aq) = citrate(aq),-8.578731918544017,,-6.115185020326246,False
1842,isocitrate(aq) = citrate(aq),-9.899551513001105,,-5.015764720458511,False
1843,isocitrate(aq) = citrate(aq),-5.815618047053644,,-5.815650937698163,False
1844,isocitrate(aq) = citrate(aq),-7.340881683181061,,-6.295051093739283,False
1845,isocitrate(aq) = citrate(aq),-6.104357493541819,,-6.020246274931658,False
1846,isocitrate(aq) = citrate(aq),-7.4735085232206435,,-6.169448084418305,False
1847,isocitrate(aq) = citrate(aq),-5.953694112503158,,-5.869582893892997,False
1848,isocitrate(aq) = citrate(aq),-5.953694112503158,,-5.869582893892997,False
1849,isocitrate(aq) = citrate(aq),-9.982520872095236,,-5.518188469659876,False
1850,isocitrate(aq) = citrate(aq),-10.49444898709956,,-4.851694617894509,False
1851,isocitrate(aq) = citrate(aq),-6.4678541279481765,,-6.079751664463562,False
1852,isocitrate(aq) = citrate(aq),-5.909360035461484,,-5.9095349309201115,False
1853,isocitrate(aq) = citrate(aq),-5.9407334011555895,,-5.856402624788635,False
1854,isocitrate(aq) = citrate(aq),-9.933059409580439,,-5.466711559649129,False
1855,isocitrate(aq) = citrate(aq),-9.761001058686853,,-6.147151131954539,False
1856,isocitrate(aq) = citrate(aq),-9.350532254608256,,-6.116300545859476,False
1857,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),6.164377134522961,,42.89877521410744,False
1858,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),4.205880102786569,,45.66568860385,False
1859,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),1.056579750559756,,47.861426239270365,False
1860,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),-0.0,,47.71486314473054,False
1861,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),-3.141741959496345,,48.33285539114969,False
1862,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),2.505800439042324,,48.09619192153149,False
1863,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),-3.847338771711575,,49.95588939617636,False
1864,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),-2.343579576928735,,48.236830566088884,False
1865,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),3.122198457686403,,46.68115015667512,False
1866,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),-0.9944828515290163,,48.55754839157591,False
1867,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),5.00404248535418,,47.99422449774423,False
1868,D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),3.280873629176479,,3.289842790111091,False
1869,D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),2.658440726913469,,2.767594338195082,False
1870,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),3.0414913540462103,,3.6727498870535364,False
1871,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),2.9912674755335757,,3.622526008540902,False
1872,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),2.9665322301570978,,3.597790763164424,False
1873,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),2.967935199239475,,3.6214787176785257,False
1874,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),2.8652297334081305,,3.780832424700764,False
1875,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),2.7060739181771347,,4.0108338261524015,False
1876,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),2.9177904647814583,,3.8688492081654684,False
1877,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),3.0927544206762807,,3.500255624481449,False
1878,penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq),13.680117888809821,,12.466088562377838,False
1879,penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq),9.692531866858417,,9.696854108577867,False
1880,orotidine 5'-phosphate(aq) + pyrophosphate(aq) = orotate(aq) + 5-phospho--D-ribose 1-diphosphate(aq),-1.7173598229556049,,-53.64510928112596,False
1881,ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),-15.023212586238003,,26.443899482773816,False
1882,lactulose(aq) + H2O(l) = D-galactose(aq) + D-fructose(aq),-12.021518760689235,,-12.021618281575245,False
1883,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.695784968687748,,-17.662132616600516,False
1884,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-15.041051281981398,,-18.007398929894165,False
1885,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.9068038486578,,-17.87315149657057,False
1886,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.832805448697005,,-17.12921150764267,False
1887,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.695784968687748,,-16.51633412338061,False
1888,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-15.056396469453988,,-17.9999114637151,False
1889,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.75662675226465,,-17.142566506887682,False
1890,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.3780126036659,,-16.37055804454595,False
1891,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.722035513954102,,-17.11142970021585,False
1892,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.807661103059194,,-17.61906468276019,False
1893,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.466001844291462,,-16.762407903237126,False
1894,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.730726804490361,,-17.900829757830373,False
1895,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.245385763626317,,-15.96388120713602,False
1896,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.660364462730579,,-17.836514021424875,False
1897,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.773750367828534,,-16.594299522521396,False
1898,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.327804103751927,,-16.323091474185805,False
1899,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-15.010084965756214,,-18.20295636321007,False
1900,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.475596128026881,,-16.196389786439582,False
1901,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-15.386317595275047,,-18.33458605269451,False
1902,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-15.079244834624227,,-18.217293419940766,False
1903,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.642470574706628,,-17.836065049349408,False
1904,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.642470574706628,,-17.836065049349408,False
1905,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),-14.799225022166334,,-17.603207431283508,False
1906,",-trehalose(aq) + orthophosphate(aq) = D-glucose(aq) + D-glucose 1-phosphate(aq)",7.2944520314717805,,6.336083443074631,False
1907,",-trehalose(aq) + orthophosphate(aq) = D-glucose(aq) + D-glucose 1-phosphate(aq)",3.6781733443018845,,3.4363228379437794,False
1908,chorismate(aq) + ammonia(aq) = 4-amino-4-deoxychorismate(aq) + H2O(l),-4.66058673538818,,-6.854200178698165,False
1909,"GTP(aq) + H2O(l) = ((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate(aq)",5.800618255520914,,9.76917085982539,False
1910,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),10.717869960510415,,10.283887416267108,False
1911,UDPglucose(aq) = UDPgalactose(aq),2.8704360695024738,,2.8704360695024738,False
1912,ATP(aq) + GMP(aq) = ADP(aq) + GDP(aq),-1.0045910966741527,,-44.246879078550116,False
1913,ATP(aq) + GMP(aq) = ADP(aq) + GDP(aq),-2.8031918535863047,,-45.23964450749575,False
1914,ATP(aq) + GMP(aq) = ADP(aq) + GDP(aq),-4.084760300208874,,-46.19861753039385,False
1915,ATP(aq) + GMP(aq) = ADP(aq) + GDP(aq),-4.131954612845433,,-45.91012196875407,False
1916,ATP(aq) + GMP(aq) = ADP(aq) + GDP(aq),-1.8382436266411402,,-45.21677073839526,False
1917,ribitol(aq) + NAD(aq) = D-ribulose(aq) + NADH(aq),12.357247673491225,,61.71720714163123,False
1918,2-hydroxymethylserine(aq) = D-serine(aq) + formaldehyde(aq),21.24656854699207,,20.955771917907942,False
1919,2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),8.148323765290408,,60.3931803045137,False
1920,2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),12.936570797783165,,60.72591252639543,False
1921,2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),7.472360430884246,,60.53294359632128,False
1922,2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),4.906943232152887,,59.462330609396844,False
1923,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),26.461091509459283,,72.14744765662569,False
1924,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),25.420850495572267,,71.58207181617354,False
1925,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),22.583640352425082,,70.560482936976,False
1926,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),21.10242355667244,,71.84835263964922,False
1927,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),18.832197357676637,,70.20913275333525,False
1928,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),18.259588833357146,,69.92308830065097,False
1929,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),24.537143202583646,,71.6980133864127,False
1930,D-glucose(aq) = D-fructose(aq),0.2863238982997148,,0.2857150565359364,False
1931,D-glucose(aq) = D-fructose(aq),-0.3250960266158932,,-0.3334207414362259,False
1932,D-glucose(aq) = D-fructose(aq),-0.22634333477524743,,-0.23283864084053713,False
1933,D-glucose(aq) = D-fructose(aq),-0.10059918823766474,,-0.10416652155244173,False
1934,D-glucose(aq) = D-fructose(aq),0.021793008731592865,,0.019628022907782226,False
1935,D-glucose(aq) = D-fructose(aq),0.1748896436542229,,0.17375591437000296,False
1936,DL-3-hydroxybutanoyl-CoA(aq) = trans-but-2-enoyl-CoA(aq) + H2O(l),3.2597169396444694,,3.2600135218074437,False
1937,(S)-malate(aq) + NADP(aq) + H2O(l) = pyruvate(aq) + NADPH(aq) + carbon dioxide(aq),8.712883384454335,,55.53465415581271,False
1938,L-aspartate(aq) + 2-oxoglutarate(aq) = oxaloacetate(aq) + L-glutamate(aq),3.1130601073285846,,3.128084290176338,False
1939,UDPglucose(aq) = UDPgalactose(aq),2.746851898074293,,2.746851898074293,False
1940,(S)-malate(aq) + NAD(ox)(aq) = oxaloacetate(aq) + NAD(red)(aq),23.830576298063555,,72.67650463937574,False
1941,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),7.399988679802207,,52.175826509399585,False
1942,sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),21.44746294514272,,67.3385609879088,False
1943,sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),18.596054330473677,,67.431339581867,False
1944,sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),15.74251710023571,,67.45989998706904,False
1945,sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),12.891108485566665,,67.47089943352367,False
1946,L-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + L-glutamate(aq),0.9971907003176332,,-0.7015763829532327,False
1947,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),13.89344821770608,,66.75920847534242,False
1948,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),17.17502575358645,,66.36744124340072,False
1949,UTP(aq) + UMP(aq) = 2 UDP(aq),0.15896017060400255,,-43.82174443618,False
1950,ADP(aq) + D-glucose 1-phosphate(aq) = ADPglucose(aq) + orthophosphate(aq),3.9875860219514054,,1.1757359459965473,False
1951,ADP(aq) + D-glucose 1-phosphate(aq) = ADPglucose(aq) + orthophosphate(aq),9.13966549081822,,6.237911040247351,False
1952,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),1.15394514777734,,53.728549292876444,False
1953,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),1.2360363759409734,,53.39991341816877,False
1954,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.0646666150255064,,53.095423562087,False
1955,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.122773700832945,,53.08058922242018,False
1956,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),4.581671726060625,,52.3302974149346,False
1957,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.243058481639407,,53.12765348977574,False
1958,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.1822166980625055,,53.38945869103115,False
1959,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.122773700832945,,53.97996659497054,False
1960,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),4.0976069853853865,,51.40101090859129,False
1961,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.164239871304606,,53.42286986797317,False
1962,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),1.8603569839441776,,53.5733760179343,False
1963,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),1.2527720751437676,,53.48558174763765,False
1964,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),-0.038496837670447336,,54.831202022285865,False
1965,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.243058481639407,,53.90621608416801,False
1966,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),1.4084773619073998,,53.29457809863216,False
1967,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.1822166980625055,,54.159613264025595,False
1968,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.8123470781048443,,52.40474942790264,False
1969,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),0.6127720400332557,,54.263205610584315,False
1970,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.1822166980625055,,53.14003221964974,False
1971,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),1.2360363759409734,,53.537582229858764,False
1972,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.3053664725138905,,53.78937836440465,False
1973,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.3053664725138905,,53.78937836440465,False
1974,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),2.3053664725138905,,52.89418248141006,False
1975,(S)-malate(aq) + NADP(aq) + H2O(l) = pyruvate(aq) + NADPH(aq) + carbon dioxide(aq),8.77193615300705,,54.05997045730655,False
1976,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),-19.864260674017846,,33.91651785593568,False
1977,glycine(aq) + formaldehyde(aq) = L-serine(aq),-20.42028013023344,,-20.323232596906852,False
1978,CTP(aq) + D-glucose 1-phosphate(aq) = CDPglucose(aq) + pyrophosphate(aq),-0.0,,-4.129047208429604,False
1979,phenylacetylglycine(aq) + H2O(l) = phenylacetic acid(aq) + glycine(aq),-0.45172472063395686,,-0.4612467920992692,False
1980,inosine(aq) + orthophosphate(aq) = hypoxanthine(aq) + D-ribose 1-phosphate(aq),7.826252514881219,,7.9928716385700795,False
1981,isocitrate(aq) = citrate(aq),-6.608395286174924,,-6.609030467621436,False
1982,chorismate(aq) = isochorismate(aq),1.029492075118688,,1.0295054909397465,False
1983,D-mannitol-1-phosphate(aq) + NAD(ox)(aq) = D-fructose 6-phosphate(aq) + NAD(red)(aq),0.5840319001736408,,55.946112453433244,False
1984,"D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)",-9.219280461206179,,-15.072495117436528,False
1985,2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l),-0.8713223083411301,,-0.8703636358351852,False
1986,"2-keto-L-gulonate(aq) + NADP(ox)(aq) = 2,5-diketo-D-gluconate(aq) + NADP(red)(aq)",17.40356480602291,,76.4463542943514,False
1987,"2-keto-L-gulonate(aq) + NADP(ox)(aq) = 2,5-diketo-D-gluconate(aq) + NADP(red)(aq)",15.161334684562467,,76.60400609358817,False
1988,L-threonate(aq) + NAD(aq) = 3-oxo-L-threonate(aq) + NADH(aq),12.87763088297628,,55.10424683543691,False
1989,L-threonate(aq) + NAD(aq) = 3-oxo-L-threonate(aq) + NADH(aq),19.773193364811224,,62.64402821199923,False
1990,L-threonate(aq) + NAD(aq) = 3-oxo-L-threonate(aq) + NADH(aq),16.561971158680837,,63.95822233921906,False
1991,formate(aq) + NAD(aq) + H2O(l) = carbon dioxide(aq) + NADH(aq),-14.965495139410766,,22.080791615707906,False
1993,ATP(aq) + UDP(aq) = ADP(aq) + UTP(aq),-0.6218841071132685,,1.0870088185590618,False
1994,cyclohexanol(aq) + NAD(aq) = cyclohexanone(aq) + NADH(aq),3.9875860219514054,,52.83439304227624,False
1995,benzyl alcohol(aq) + NAD(aq) = benzaldehyde(aq) + NADH(aq),14.311645681134728,,63.15845270145956,False
1996,benzyl alcohol(aq) + NAD(aq) = benzaldehyde(aq) + NADH(aq),11.45994645283565,,63.18101984573025,False
1997,benzyl alcohol(aq) + NAD(aq) = benzaldehyde(aq) + NADH(aq),5.755000607928641,,63.19296813317737,False
1998,benzyl alcohol(aq) + NAD(aq) = benzaldehyde(aq) + NADH(aq),17.16489229774266,,63.0918700569157,False
1999,benzyl alcohol(aq) + NAD(aq) = benzaldehyde(aq) + NADH(aq),8.606699836227717,,63.18775487592045,False
2000,xylitol(aq) + NAD(aq) = D-xylulose(aq) + NADH(aq),6.970580947228659,,64.41458630920329,False
2001,sucrose(aq) + orthophosphate(aq) =-D-glucose 1-phosphate(aq) + D-fructose(aq),-6.984640353231484,,-7.321376403773499,False
2002,ATP(aq) + dTMP(aq) = ADP(aq) + dTDP(aq),-0.8672055414028548,,-43.050723601225485,False
2003,L-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq),-1.5323997606516613,,-1.5323997606516613,False
2004,L-carnitine(aq) = 4-(trimethylammonio)but-2-enoate(aq) + H2O(l),-1.0450240772546988,,-1.0449456874180254,False
2005,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),20.993366154916373,,70.99229744527355,False
2006,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),13.192522044186372,,71.20211216940595,False
2007,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),15.348414197606788,,71.07215600710416,False
2008,D-glutamate(aq) = 5-oxo-D-proline(aq) + H2O(l),-7.145921839204171,,-8.208890318141663,False
2009,(R)-methylmalonyl-CoA(aq) = (S)-methylmalonyl-CoA(aq),-0.0,,2.2737367544323206e-12,False
2010,ATP(aq) + succinate(aq) + CoA(aq) = ADP(aq) + phosphate(aq) + succinyl-CoA(aq),3.189636131479423,,5.236766218032775,False
2011,acetyl-CoA(aq) + L-serine(aq) = CoA(aq) + O-acetyl-L-serine(aq),-6.709536941581163,,-6.643238415597111,False
2012,L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),30.61577183590364,,80.6388765346984,False
2013,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),3.572677977846756,,3.643934876505914,False
2014,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),3.266516346150902,,3.566519123724256,False
2015,ATP(aq) + pyruvate(aq) = ADP(aq) + phosphoenolpyruvate(aq),22.098431499072767,,66.81801002062136,False
2016,ATP(aq) + pyruvate(aq) = ADP(aq) + phosphoenolpyruvate(aq),19.407844630932818,,67.50838985866297,False
2017,ATP(aq) + pyruvate(aq) = ADP(aq) + phosphoenolpyruvate(aq),17.161751601388914,,67.5600628910092,False
2018,ATP(aq) + pyruvate(aq) = ADP(aq) + phosphoenolpyruvate(aq),14.881086448540254,,68.74314406699284,False
2019,ATP(aq) + L-arginine(aq) = ADP(aq) + N-w-phospho-L-arginine(aq),5.4561975773108635,,40.889695112764144,False
2020,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),-1.0450240772546988,,-8.17328187298806,False
2021,4-aminobutanoate(aq) + 2-oxoglutarate(aq) = 4-oxobutanoate(aq) + L-glutamate(aq),5.083692486813981,,4.02290537871388,False
2022,D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq),-7.2952200424157185,,-7.315493639703999,False
2023,L-glutamine(aq) + H2O(l) = L-glutamate(aq) + ammonia(aq),-16.842757312607628,,-15.148079920014705,False
2024,thymidine(aq) + adenine(aq) = 2'-deoxyadenosine(aq) + thymine(aq),-6.996708996555137,,-7.1534079408497835,False
2025,(R)-2-hydroxyglutarate(aq) + NAD(aq) = 2-oxoglutarate(aq) + NADH(aq),27.027459970686124,,69.89795882542242,False
2026,(R)-2-hydroxyglutarate(aq) + NAD(aq) = 2-oxoglutarate(aq) + NADH(aq),27.57019289088253,,70.44069174561884,False
2027,2 ADP(aq) = AMP(aq) + ATP(aq),1.8185014783618438,,46.163997183388354,False
